customerID,tenure,Contract,InternetService,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
0042-JVWOJ,26,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0130-SXOUN,66,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes
2575-GFSOE,7,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
2330-PQGDQ,51,One year,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,No
1452-UZOSF,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2097-YVPKN,65,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2842-JTCCU,2,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
8597-CTXVJ,70,One year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No
6631-HMANX,72,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
9962-BFPDU,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3296-SILRA,1,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,No
9681-OXGVC,5,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
6394-HHHZM,3,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5995-LFTLE,58,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5180-UCIIQ,22,Month-to-month,DSL,No,No phone service,Yes,No,No,No,No,Yes
1932-UEDCX,33,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
7153-OANIO,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
5188-HGMLP,54,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
0665-XHDJU,72,Two year,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
6521-YYTYI,1,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
8878-HMWBV,3,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No
8265-HKSOW,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
3544-FBCAS,72,Two year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
5331-RGMTT,54,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
4759-PXTAN,59,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
7054-DMVAS,54,Two year,DSL,Yes,No,Yes,Yes,No,No,Yes,No
3428-MMGUB,60,Two year,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,No
6549-BTYPG,60,Two year,DSL,No,No phone service,No,Yes,Yes,Yes,Yes,Yes
7823-JSOAG,3,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
3705-RHRFR,69,Two year,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes
9374-YOLBJ,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9074-KGVOX,50,Month-to-month,DSL,No,No phone service,Yes,No,No,No,Yes,No
6128-DAFVY,56,Month-to-month,DSL,No,No phone service,No,No,No,No,Yes,Yes
9933-QRGTX,60,Two year,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes
4476-OSWTN,69,One year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
3751-KTZEL,1,Month-to-month,DSL,No,No phone service,No,No,No,No,No,Yes
1977-STDKI,1,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,No
5066-GFJMM,3,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2661-GKBTK,60,Two year,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes
0458-HEUZG,13,Two year,DSL,No,No phone service,No,No,Yes,Yes,No,No
7268-WNTCP,62,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0824-VWDPO,45,One year,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes
8409-WQJUX,25,One year,DSL,No,No phone service,No,No,Yes,Yes,Yes,Yes
2578-JQPHZ,44,Two year,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
3278-FSIXX,2,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
5813-UECBU,33,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,No
0328-GRPMV,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
9746-UGFAC,22,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2946-KIQSP,35,Month-to-month,DSL,No,No phone service,No,No,Yes,Yes,No,No
0625-AFOHS,29,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6726-WEXXK,27,One year,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,No
4636-OLWOE,54,One year,DSL,Yes,No,No,Yes,Yes,Yes,No,No
4342-HENTK,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
4685-ERGHK,57,One year,Fiber optic,Yes,Yes,No,No,No,No,Yes,No
0885-HMGPY,62,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5003-OKNNK,15,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4195-SMMNX,2,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7208-PSIHR,70,Two year,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
4012-ZTHBR,21,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
0489-WMEMG,23,One year,DSL,Yes,No,No,No,No,Yes,No,No
7435-ZNUYY,6,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1354-YZFNB,4,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6956-SMUCM,3,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes
2985-FMWYF,23,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
2812-ENYMO,26,One year,DSL,No,No phone service,Yes,No,No,Yes,Yes,Yes
2717-HVIZY,8,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3223-WZWJM,26,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,Yes
3422-GALYP,2,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
9053-JZFKV,67,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2530-ENDWQ,71,Two year,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
2890-WFBHU,59,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
0327-WFZSY,39,One year,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
7977-HXJKU,21,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6615-ZGEDR,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7033-CLAMM,48,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4023-RTIQM,31,One year,DSL,No,No phone service,Yes,Yes,Yes,No,No,Yes
0864-FVJNJ,64,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7356-IWLFW,46,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
9541-PWTWO,52,Two year,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
3967-VQOGC,67,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7872-RDDLZ,67,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,No
9250-WYPLL,5,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
6308-CQRBU,71,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2754-XBHTB,9,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,No
1597-LHYNC,26,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes
0186-CAERR,71,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3043-SUDUA,32,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5442-BHQNG,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
2169-RRLFW,71,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5872-OEQNH,60,One year,DSL,No,No phone service,Yes,No,Yes,No,No,Yes
3162-KKZXO,55,One year,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
7055-VKGDA,54,One year,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0754-UKWQP,2,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
8873-GLDMH,6,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
5696-JVVQY,48,Two year,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes
8946-BFWSG,63,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7493-TPUWZ,1,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
0547-HURJB,12,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8904-OPDCK,54,Month-to-month,DSL,No,No phone service,No,No,No,No,No,No
8845-LWKGE,30,One year,DSL,Yes,No,No,No,Yes,Yes,Yes,No
1577-HKTFG,30,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8752-STIVR,4,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,No
0691-NIKRI,40,One year,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5022-JNQEQ,9,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,No,No
4558-FANTW,17,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,No
3249-VHRIP,62,Two year,DSL,No,No phone service,No,Yes,Yes,No,No,Yes
3736-BLEPA,28,One year,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,No
4701-LKOZD,70,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6603-QWSPR,46,Two year,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
9921-QFQUL,23,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,Yes
1929-ZCBHE,47,One year,DSL,No,No phone service,Yes,No,Yes,Yes,No,No
4378-MYPGO,68,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes
8651-ENBZX,60,One year,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
4129-LYCOI,67,Two year,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
7798-JVXYM,14,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Yes
8647-SDTWQ,57,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
2696-ECXKC,55,One year,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes
2081-KJSQF,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7623-TRNQN,1,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No
3323-CPBWR,23,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,No
9330-IJWIO,13,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes
3384-CTMSF,47,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
0902-RFHOF,38,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9286-DOJGF,38,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
6048-QBXKL,2,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,No
9661-MHUMO,1,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No
7718-RXDGG,15,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
1025-FALIX,26,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
3451-VAWLI,35,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3407-QGWLG,3,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1842-EZJMK,50,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2347-WKKAE,42,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Yes
8735-DCXNF,10,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No
3214-IYUUQ,61,One year,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Yes
1936-UAFEH,68,Two year,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
3587-PMCOY,10,One year,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes
8079-XRJRS,65,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No
1027-LKKQQ,72,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes
7148-XZPHA,55,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Yes,No,No
8073-IJDCM,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5309-TAIKL,7,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,Yes
6856-RAURS,2,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
8778-LMWTJ,9,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,No
9717-IOAAF,27,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8884-ADFVN,7,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
2845-KDHVX,64,Two year,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes
0848-SOMKO,70,Two year,DSL,No,No phone service,Yes,No,Yes,Yes,No,Yes
2720-WGKHP,2,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
6734-FQAJX,67,Two year,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2869-ADAWR,45,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,No
1535-VTJOQ,24,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6368-TZZDT,4,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0943-ZQPXH,44,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
1293-BSEUN,72,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9894-EZEWG,1,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,No
1302-TPUBN,66,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7851-FLGGQ,1,Month-to-month,DSL,No,No phone service,No,Yes,No,Yes,No,Yes
0637-UBJRP,13,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,Yes
0940-OUQEC,10,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
2378-VTKDH,65,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
0927-CNGRH,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8608-OZTLB,38,One year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2335-GSODA,23,Two year,DSL,No,No phone service,Yes,No,Yes,Yes,No,No
1952-DVVSW,10,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0702-PGIBZ,4,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
6656-GULJQ,72,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
9853-JFZDU,35,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No
1963-VAUKV,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3777-XROBG,58,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6994-FGRHH,70,One year,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
4000-VGMQP,38,One year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes
3999-WRNGR,60,Month-to-month,DSL,No,No phone service,No,Yes,No,No,Yes,Yes
3466-RITXD,26,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No
2680-XKKNJ,8,One year,DSL,Yes,No,Yes,Yes,No,Yes,No,No
3058-HJCUY,41,One year,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
2974-GGUXS,36,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,No
7994-XIRTR,54,One year,DSL,Yes,No,No,No,Yes,Yes,No,Yes
3259-FDWOY,71,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
2101-RANCD,55,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
7921-BEPCI,72,Two year,DSL,Yes,Yes,Yes,Yes,No,No,No,No
0807-ZABDG,3,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No
8510-TMWYB,54,Two year,DSL,Yes,Yes,No,Yes,Yes,No,No,No
3258-ZKPAI,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1428-IEDPR,52,Two year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5298-GSTLM,60,One year,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes
4450-YOOHP,39,Month-to-month,DSL,No,No phone service,No,No,Yes,No,Yes,Yes
6728-CZFEI,15,One year,DSL,Yes,No,No,No,No,No,Yes,No
5748-RNCJT,69,Two year,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
3653-NCRDJ,43,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6121-TNHBO,63,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5119-NZPTV,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
6519-ZHPXP,72,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
7739-LAXOG,32,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,Yes
3472-QPRCH,40,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8224-UAXBZ,58,One year,DSL,No,No phone service,Yes,Yes,No,No,Yes,No
9610-WCESF,67,Two year,DSL,No,No phone service,Yes,No,No,Yes,Yes,No
9776-CLUJA,51,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,No,No
2486-WYVVE,31,One year,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
3865-ZYKAD,69,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,No
1422-DGUBX,32,One year,Fiber optic,Yes,Yes,No,No,No,Yes,No,No
2999-AANRQ,21,Two year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No
8668-KNZTI,52,One year,DSL,Yes,No,Yes,No,Yes,No,No,No
0480-KYJVA,72,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6034-ZRYCV,72,Two year,DSL,No,No phone service,No,Yes,Yes,No,Yes,Yes
9746-YKGXB,52,One year,DSL,No,No phone service,Yes,No,Yes,No,No,Yes
3926-YZVVX,41,One year,DSL,Yes,No,No,No,No,Yes,No,No
6000-UKLWI,41,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2079-FBMZK,6,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
6332-FBZRI,67,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2096-XOTMO,16,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3266-FTKHB,17,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8221-EQDGL,35,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,No,No,No
2346-LOCWC,58,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6608-QQLVK,1,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No
0298-XACET,52,Two year,DSL,No,No phone service,No,Yes,Yes,Yes,Yes,No
7560-QJAVJ,70,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes
2995-YWTCD,19,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3551-HUAZH,1,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
9137-UIYPG,35,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
2809-ZMYOQ,32,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
5084-OOVCJ,17,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No
0254-WWRKD,67,One year,DSL,Yes,No,No,Yes,No,No,No,No
7727-SHVZV,9,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6302-JGYRJ,31,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
5339-PXDVH,4,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,No
2205-LPVGL,58,One year,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,No
8782-NUUOL,60,One year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes
3685-YLCMQ,58,One year,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
7601-WFVZV,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4609-KNNWG,27,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4868-AADLV,66,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9529-OFXHY,15,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,No
8634-MPHTR,47,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
2669-QVCRG,41,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,No,No
2478-EEWWM,59,Month-to-month,DSL,No,No phone service,No,No,No,No,Yes,Yes
9174-IHETN,50,Two year,Fiber optic,Yes,No,No,No,No,No,No,No
2233-TXSIU,17,One year,DSL,No,No phone service,Yes,No,Yes,No,Yes,No
9644-UMGQA,6,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No
3256-EZDBI,51,Month-to-month,DSL,No,No phone service,No,Yes,No,No,No,No
8761-NSOBC,44,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
0419-YAAPX,49,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,Yes,No
8413-VONUO,2,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes
0872-CASZJ,59,One year,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes
4726-DLWQN,50,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No
8164-OCKUJ,59,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3094-JOJAI,18,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
9494-MRNYX,10,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
2599-CZABP,14,One year,DSL,Yes,No,No,No,No,No,No,No
7945-PRBVF,35,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4544-RXFMG,8,One year,DSL,Yes,No,No,No,No,No,No,No
0859-YGKFW,18,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1150-FTQGN,60,One year,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No
9223-UCPVT,1,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
7196-LIWRH,6,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5448-VWNAM,19,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No
1177-XZBJL,53,One year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No
3518-FSTWG,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
9330-VOFSZ,60,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
4351-QLCSU,1,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No
0939-EREMR,13,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,No
9389-ACWBI,5,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
5419-JPRRN,1,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
3644-QXEHN,13,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
2911-IJORQ,37,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5921-NGYRH,64,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,No
2100-BDNSN,5,Month-to-month,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No
5998-DZLYR,61,Two year,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,Yes
0488-GSLFR,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
9318-NKNFC,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3985-HOYPM,26,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9728-FTTVZ,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
9548-LERKT,24,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6576-FBXOJ,17,One year,DSL,No,No phone service,No,No,Yes,Yes,Yes,Yes
4310-KEDTB,26,Month-to-month,DSL,No,No phone service,No,No,Yes,No,No,No
7254-IQWOZ,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
2474-BRUCM,40,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes
4062-HBMOS,52,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
0742-NXBGR,1,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,No,No,No
2676-ISHSF,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9236-NDUCW,21,Two year,DSL,No,No phone service,Yes,No,No,Yes,No,No
4753-PADAS,67,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
6103-QCKFX,44,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No
7781-EWARA,70,One year,DSL,No,No phone service,No,Yes,Yes,Yes,Yes,Yes
6110-OHIHY,3,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,No
7018-FPXHH,56,Two year,DSL,Yes,No,Yes,Yes,Yes,No,No,No
5889-LFOLL,13,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,Yes
5708-EVONK,58,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes
8708-XPXHZ,42,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
0616-ATFGB,1,Month-to-month,DSL,No,No phone service,No,No,No,No,No,No
